dataset,file,split,horizon_ratio,tilt_deg,bbox_mean_cy,interpretation
pothole,youtube-29_jpg.rf.14377a34215aa3639a89c858dc2d1853.jpg,test,0.865,50.8,0.581,고각도(내려다봄)
pothole,youtube-29_jpg.rf.0ec7da6f3eaf759b8e3df1ebdc1935bb.jpg,test,0.848,49.3,0.667,고각도(내려다봄)
pothole,images180_jpg.rf.e2c9e7de052ccd43a19d054213533bc9.jpg,test,0.787,43.8,0.502,고각도(내려다봄)
pothole,youtube-27_jpg.rf.54caedcb883e473da1c7527510f6de4a.jpg,test,0.225,-6.7,0.533,고각도(내려다봄)
pothole,youtube-29_jpg.rf.2b66035dbca224f76069a47e9be58512.jpg,test,0.711,37.0,0.238,눈높이(정면)
pothole,images220_jpg.rf.9f1ce656fb253447f7f47cedaa6bf4e1.jpg,test,0.309,0.8,0.788,고각도(내려다봄)
pothole,images180_jpg.rf.29b7ddb87c41014016292ff49d97b290.jpg,test,0.759,41.3,0.488,눈높이(정면)
pothole,images212_jpg.rf.72931f6154c69d7d103101738cd3ea81.jpg,test,0.489,17.0,0.857,고각도(내려다봄)
pothole,youtube-27_jpg.rf.ab156989fb15e6e49fe3f13d4dda6815.jpg,test,0.261,-3.5,0.618,고각도(내려다봄)
pothole,images191_jpg.rf.63ae43f896d0c596b2f19b998bf7d5f8.jpg,test,0.457,14.1,0.689,고각도(내려다봄)
pothole,images208_jpg.rf.d1115cb2f295d08c1c4292523ffa23b1.jpg,test,0.175,-11.2,0.6,고각도(내려다봄)
pothole,youtube-25_jpg.rf.516eaaa9587aa74113c4d3dd9c0a5a80.jpg,test,0.282,-1.6,0.751,고각도(내려다봄)
pothole,images207_jpg.rf.99a3ea5f0ffb2f8d3b43683a4c380b39.jpg,test,0.573,24.5,0.484,눈높이(정면)
pothole,images207_jpg.rf.2b6164a1b964f3bdbe0c7404c0e5681e.jpg,test,0.591,26.2,0.634,고각도(내려다봄)
pothole,youtube-31_jpg.rf.90739b81d3b7d30c5719f3a1d5be2faf.jpg,test,0.588,25.9,0.661,고각도(내려다봄)
pothole,youtube-31_jpg.rf.beab401937558e6f646faee9ccfe670d.jpg,test,0.718,37.7,0.573,고각도(내려다봄)
pothole,youtube-26_jpg.rf.28b6bec4ce893783f2c3374daaee83f3.jpg,test,0.406,9.5,0.656,고각도(내려다봄)
pothole,images224_jpg.rf.32ae2bda833b9590cea5913fb9de6eb7.jpg,test,0.488,16.9,0.518,고각도(내려다봄)
pothole,youtube-30_jpg.rf.9b3f0bc0eb5ccb95100e6be87a047070.jpg,test,0.406,9.5,1.0,고각도(내려다봄)
pothole,youtube-28_jpg.rf.439ead77546bd287228b7b3223508939.jpg,test,0.432,11.9,0.679,고각도(내려다봄)
pothole,youtube-28_jpg.rf.62dd5646514780c1c56696788f2fabef.jpg,test,0.432,11.9,0.679,고각도(내려다봄)
pothole,images21_jpg.rf.b90918ace47b32528ea2702378e21bdf.jpg,test,0.243,-5.2,0.623,고각도(내려다봄)
pothole,youtube-29_jpg.rf.d7f2612237749361508c8a972e8568e4.jpg,test,0.389,8.1,0.608,고각도(내려다봄)
pothole,youtube-24_jpg.rf.4a749ef5838b2ec15979a10c8e4fe3a8.jpg,test,0.672,33.5,1.0,고각도(내려다봄)
pothole,youtube-29_jpg.rf.7649d31b04894054d1005bb6c6197f3a.jpg,test,0.844,48.9,0.55,고각도(내려다봄)
pothole,images212_jpg.rf.88ffac23b668b09671402bd6ebaa7078.jpg,test,0.476,15.8,1.0,고각도(내려다봄)
pothole,youtube-2_jpg.rf.aef52b76bde143cd6446a65adc5d9a4f.jpg,test,0.516,19.4,0.577,고각도(내려다봄)
pothole,youtube-23_jpg.rf.e2f13ea5f8f28a502260ca484fefb614.jpg,test,0.823,47.0,0.506,고각도(내려다봄)
pothole,youtube-30_jpg.rf.f237c2e00470901b5e8ad03b5c16096e.jpg,test,0.328,2.5,1.0,고각도(내려다봄)
pothole,images191_jpg.rf.8742daba978106d226260f7bae0755bd.jpg,test,0.488,16.9,0.69,고각도(내려다봄)
pothole,youtube-26_jpg.rf.49841170e092c558ec3cd70dea025025.jpg,test,0.265,-3.2,0.677,고각도(내려다봄)
pothole,youtube-28_jpg.rf.4b0a9c4df9cbf21608b226d04a296520.jpg,test,0.793,44.4,0.727,고각도(내려다봄)
pothole,youtube-29_jpg.rf.86e78d805a0de9c21de1f49015e52b60.jpg,test,0.377,7.0,0.592,고각도(내려다봄)
pothole,images17_jpg.rf.a2f75e866f1630d0d99e948de6e77ea2.jpg,test,0.792,44.3,0.53,고각도(내려다봄)
pothole,youtube-26_jpg.rf.1a47d837132dcc7ad620ab24847bcc08.jpg,test,0.346,4.2,0.74,고각도(내려다봄)
pothole,images229_jpg.rf.9a366d0e7072a53fac8d4da37966897d.jpg,test,0.723,38.0,0.646,고각도(내려다봄)
pothole,images175_jpg.rf.a686be081474325a30069af9f2290c1c.jpg,test,0.567,24.0,0.633,고각도(내려다봄)
pothole,youtube-24_jpg.rf.d74f45a97960783e9a1d499aa362b6de.jpg,test,0.681,34.3,1.0,고각도(내려다봄)
pothole,youtube-27_jpg.rf.00aea9b900493177ed99a4cbae962ab7.jpg,test,0.214,-7.7,0.625,고각도(내려다봄)
pothole,youtube-26_jpg.rf.24a2a208fc0d119a63a0276cad899233.jpg,test,0.403,9.3,0.724,고각도(내려다봄)
pothole,images191_jpg.rf.0a69cb4683ea359e32f6472d27a779b3.jpg,test,0.475,15.7,0.692,고각도(내려다봄)
pothole,youtube-31_jpg.rf.efe9ca7a214fd2c01753ae477683a2f7.jpg,test,0.716,37.4,0.098,눈높이(정면)
pothole,images219_jpg.rf.4457e09eebe50bb39610efa19fff8b33.jpg,test,0.236,-5.7,0.633,고각도(내려다봄)
pothole,youtube-31_jpg.rf.d5b3a17142a8f04a4a8f5b092d2f5f42.jpg,test,0.505,18.5,0.537,고각도(내려다봄)
curb,image244_jpg.rf.efd03fff98d97bbbe9e04052629186a1.jpg,train,0.162,-12.4,0.514,고각도(내려다봄)
curb,image45_jpg.rf.03bd0b4aa012446075bd2e8a623e1dc6.jpg,train,0.253,-4.3,0.546,고각도(내려다봄)
curb,image694_jpg.rf.cf6743f465457152007d0dba9f7772a6.jpg,train,0.747,40.2,0.613,고각도(내려다봄)
curb,image265_jpg.rf.370c5e1b4ff26cc50d70a34eb7006fee.jpg,train,0.945,58.1,0.491,눈높이(정면)
curb,d9cf7441c4a318d751173cafa5987fd_jpg.rf.25fe32d4330c4ce1709dd6722dc6943e.jpg,train,0.856,50.1,0.557,고각도(내려다봄)
curb,image49_jpg.rf.f25fc40234ca63a66cd52353c92b7b8b.jpg,train,0.2,-9.0,0.352,눈높이(정면)
curb,image243_jpg.rf.8f6b13f1c29668c628b9c0c90d596bc2.jpg,train,0.42,10.8,0.517,고각도(내려다봄)
curb,image342_jpg.rf.42d540f6053fb2c07ee826719f223ec2.jpg,train,0.462,14.6,1.0,고각도(내려다봄)
curb,image113_jpg.rf.72e611699a19f095c578d0a4de3a52f9.jpg,train,0.566,23.9,0.407,눈높이(정면)
curb,image227_jpg.rf.375d3b3c85de9f82ed83e91fa7e0cfc0.jpg,train,0.098,-18.1,0.6,고각도(내려다봄)
curb,image344_jpg.rf.f8adee4d4bc066ddd8b2ecc5c1a8769c.jpg,train,0.249,-4.6,0.456,눈높이(정면)
curb,image638_jpg.rf.078bc3c6c9ac29f8329c113c911c16c5.jpg,train,0.743,39.9,0.293,눈높이(정면)
curb,image264_jpg.rf.1e5034f247984f1ab90abcc04d459cb8.jpg,train,0.216,-7.6,0.429,눈높이(정면)
curb,image501_jpg.rf.5324809c50cedb017b6e6ba2ab3dda6c.jpg,train,0.781,43.3,0.54,고각도(내려다봄)
curb,e5794184bc539b22c9ef49a9b5a589a_jpg.rf.f2bb69a4c4768922289eb3b2654e91e1.jpg,train,0.867,51.0,0.334,눈높이(정면)
curb,image29_jpg.rf.fbabe8c5b9a48a2cba70b963933c07ac.jpg,train,0.432,11.9,0.374,눈높이(정면)
curb,image183_jpg.rf.f9b45962e714a585d10b7256e4ae18ea.jpg,train,0.269,-2.8,1.0,고각도(내려다봄)
curb,e5794184bc539b22c9ef49a9b5a589a_jpg.rf.cbd1411b66f4404ca1d2e122fcf8651e.jpg,train,0.641,30.7,0.331,눈높이(정면)
curb,image525_jpg.rf.2791e650212452bd261d51b327894f4d.jpg,train,0.711,37.0,0.399,눈높이(정면)
curb,image547_jpg.rf.1740fe0898969efbee07184888f13d15.jpg,train,0.798,44.9,0.459,눈높이(정면)
curb,image438_jpg.rf.35f72bf429b5a04e789feab239137f22.jpg,train,0.35,4.5,0.636,고각도(내려다봄)
curb,image352_jpg.rf.5afc2c3bc7551cc74e04e4039febee4d.jpg,train,0.48,16.2,0.428,눈높이(정면)
curb,image309_jpg.rf.72b4bc166716ffc81acf85e5d549682b.jpg,train,0.827,47.5,0.458,눈높이(정면)
curb,image279_jpg.rf.e4b926ae38983c32d49df3699b5e900f.jpg,train,0.32,1.8,0.585,고각도(내려다봄)
curb,image162_jpg.rf.41caf023fd12931df0d242dd68cec819.jpg,train,0.786,43.7,0.609,고각도(내려다봄)
curb,0ef829f42bd1f678d1fee8cbf25834c4_jpg.rf.d4815e535e4109315651577fd38245ed.jpg,train,0.722,38.0,0.931,고각도(내려다봄)
curb,image230_jpg.rf.c0530fa335fe65fb6e15a74d5c185a2d.jpg,train,0.53,20.7,0.441,눈높이(정면)
curb,image363_jpg.rf.132e9463f6e840dbefdc66fd47cc527c.jpg,train,0.188,-10.1,0.565,고각도(내려다봄)
curb,image679_jpg.rf.fe585069bfd3d723446b9cdbf2e1507e.jpg,train,,,0.04,눈높이(정면)
curb,image104_jpg.rf.07679e646bedfb518a0806d16cefc43d.jpg,train,0.798,44.9,0.405,눈높이(정면)
curb,image138_jpg.rf.dce8cbbf29e39da18b29e433a60356ec.jpg,train,0.645,31.1,0.383,눈높이(정면)
curb,0ee2118f53c8d09c884c76885ed42641_jpg.rf.f24e9765d437d1287d6237d6ff5de9e7.jpg,train,0.59,26.1,0.812,고각도(내려다봄)
curb,image390_jpg.rf.c6cbe81e9f70149c574801d0e7956086.jpg,train,0.083,-19.5,0.218,눈높이(정면)
curb,image566_jpg.rf.f16a7e3a3f8cfdbaababd6ae49911050.jpg,train,0.276,-2.2,0.268,눈높이(정면)
curb,image131_jpg.rf.b6fe5370b7d3c95970fa6490011db539.jpg,train,0.305,0.5,0.459,눈높이(정면)
curb,image45_jpg.rf.2a504f30318019a9197be06c26d8237a.jpg,train,0.142,-14.2,0.0,눈높이(정면)
curb,curb4_jpeg_jpg.rf.ec13ba6ca7fa859ada31ecd25f04f5f1.jpg,train,0.052,-22.4,0.426,눈높이(정면)
curb,image523_jpg.rf.a86f8b0fcc2606da3c8e0ebd243ed170.jpg,train,0.38,7.2,0.568,고각도(내려다봄)
curb,image86_jpg.rf.a9d5a795cda77493c2ecb8c4afadf1e9.jpg,train,0.551,22.6,0.417,눈높이(정면)
curb,image707_jpg.rf.c73f2142360022bdd9f07f2900ba5ca9.jpg,train,0.754,40.9,0.487,눈높이(정면)
curb,image617_jpg.rf.1ccf048ee7910cade7fcfbca0991593f.jpg,train,0.681,34.3,0.505,고각도(내려다봄)
curb,1d0d7219aef12bfbfd1287241c2ca0e2_jpg.rf.2cb77d8ba02e26f465b89ae3ad1e517f.jpg,train,0.728,38.5,1.0,고각도(내려다봄)
curb,image9_jpg.rf.b6a6a159ab374584429439fb0a80a849.jpg,train,0.354,4.9,0.452,눈높이(정면)
curb,image673_jpg.rf.4795ac8c8aea82bf2d10f94aaabd253d.jpg,train,0.389,8.0,0.489,눈높이(정면)
curb,image18_jpg.rf.760d1ce29234fd7d7f4194f900e6e759.jpg,train,0.492,17.3,0.362,눈높이(정면)
curb,image54_jpg.rf.3308c5bd3d75f55af6aa80923a30a195.jpg,train,0.21,-8.1,0.512,고각도(내려다봄)
curb,image682_jpg.rf.132b37275ef1607fb07d0ae4d6e18a54.jpg,train,0.58,25.2,0.611,고각도(내려다봄)
curb,image45_jpg.rf.3e6c1ef17865be5d9815fc05a1810169.jpg,train,0.956,59.1,0.425,눈높이(정면)
curb,image321_jpg.rf.23bb084863bcb7ccdc4cbf23531f8125.jpg,train,0.527,20.4,0.004,눈높이(정면)
curb,image94_jpg.rf.28a93b4361a74a29e610d0b988a622ee.jpg,train,0.779,43.1,0.382,눈높이(정면)
curb,image258_jpg.rf.f1d677007348390e248e7f228d6eb825.jpg,train,0.214,-7.7,0.575,고각도(내려다봄)
curb,image225_jpg.rf.74503b1437acdbb6a7a095695644f38b.jpg,train,0.682,34.4,1.0,고각도(내려다봄)
curb,image445_jpg.rf.4d56a0b8fddce0b173ad3997df86d37e.jpg,train,0.895,53.6,0.505,고각도(내려다봄)
curb,image250_jpg.rf.8403b0826167dfa8bafdc3aada773908.jpg,train,0.227,-6.5,0.375,눈높이(정면)
curb,image384_jpg.rf.a015e2c81cd153aa02a15161658792be.jpg,train,0.673,33.6,0.153,눈높이(정면)
curb,image597_jpg.rf.450f4ff91898761f538f3ee7a4463789.jpg,train,0.863,50.7,0.992,고각도(내려다봄)
curb,image39_jpg.rf.129c406bc583ea179e0bb36460d8a1f1.jpg,train,0.803,45.2,0.531,고각도(내려다봄)
curb,image12_jpg.rf.9f06aeb8ef8edec3d9714ea7b6ebf382.jpg,train,0.566,23.9,0.844,고각도(내려다봄)
curb,image199_jpg.rf.5dac04f71dc38f81f2db07c63fe3ebad.jpg,train,0.145,-13.9,0.346,눈높이(정면)
curb,image477_jpg.rf.de79620861a6f4d30d72652f1ec395d0.jpg,train,0.18,-10.8,0.319,눈높이(정면)
curb,image365_jpg.rf.55ed692a9b925f7f1b7de541575eb553.jpg,train,0.084,-19.4,0.276,눈높이(정면)
curb,image194_jpg.rf.25590b1cbc19064479e492ebd19bfa7d.jpg,train,0.367,6.0,0.64,고각도(내려다봄)
curb,image59_jpg.rf.3ab33dd10cae90c1a099a24230d5afdb.jpg,train,0.342,3.8,0.777,고각도(내려다봄)
curb,image684_jpg.rf.f6465750587c2a5a43bfc041fd63772e.jpg,train,0.171,-11.6,0.545,고각도(내려다봄)
curb,curb3_jpeg_jpg.rf.9deb5352426a3378e2e7d925042f63ac.jpg,train,0.9,54.0,0.558,고각도(내려다봄)
curb,image701_jpg.rf.ef4b691367b64d0c2291438ad9c796eb.jpg,train,0.249,-4.6,0.435,눈높이(정면)
curb,image243_jpg.rf.5b6abef7dd44db3f621a0c2fce8e34af.jpg,train,0.354,4.8,0.517,고각도(내려다봄)
curb,image560_jpg.rf.5ee33fabb24c6d2b1cd7a4d777c57cdf.jpg,train,0.246,-4.9,0.268,눈높이(정면)
curb,image470_jpg.rf.a002e9a011568edcc735cf431f3ff77d.jpg,train,0.111,-17.0,0.374,눈높이(정면)
curb,image635_jpg.rf.b1b11f9b80d9b1591461da612a9e79bb.jpg,train,0.546,22.1,0.861,고각도(내려다봄)
curb,image602_jpg.rf.af67112fb986c5e425be41482f880247.jpg,train,0.336,3.2,0.398,눈높이(정면)
curb,63f1b93fa1ee0a7767105f4f4caea5b_jpg.rf.d5beac0f5a66a434a4effe48d2143a41.jpg,train,0.246,-4.9,0.436,눈높이(정면)
curb,image378_jpg.rf.cea028b04672db011106802e647dc174.jpg,train,0.698,35.9,0.352,눈높이(정면)
curb,image339_jpg.rf.18c3636a6cbee1e34255cc942d312df6.jpg,train,0.519,19.7,0.464,눈높이(정면)
curb,image353_jpg.rf.9125d54c002361f4c4ce349ba3407db4.jpg,train,0.367,6.0,0.491,눈높이(정면)
curb,image547_jpg.rf.08664aa81c4e0930e0d10d9e2a37eda9.jpg,train,0.734,39.0,0.0,눈높이(정면)
curb,image23_jpg.rf.93631d0a16e6f3f34fc4f1e4e0de3513.jpg,train,0.223,-7.0,0.546,고각도(내려다봄)
curb,image495_jpg.rf.a1ed504d8dbef9e2426b1018d634131e.jpg,train,0.116,-16.5,0.0,눈높이(정면)
curb,image268_jpg.rf.e1945e766e7605a396f2f02462857ae2.jpg,train,0.173,-11.5,0.387,눈높이(정면)
curb,image169_jpg.rf.8eb5dc3f45db6ce1384d2eb589d18751.jpg,train,0.558,23.2,0.479,눈높이(정면)
curb,image625_jpg.rf.07f0521d63f736632867879902636a02.jpg,train,0.17,-11.7,0.617,고각도(내려다봄)
curb,image543_jpg.rf.fea23824b3bb139ff2b752faaaa9884c.jpg,train,0.154,-13.2,0.582,고각도(내려다봄)
curb,image29_jpg.rf.ca8a1acd9633080a00578b1f7d567a7d.jpg,train,0.266,-3.0,0.359,눈높이(정면)
curb,image101_jpg.rf.94a4b4af45fa42761f2eedcd1c6a5056.jpg,train,0.776,42.8,0.395,눈높이(정면)
curb,image49_jpg.rf.96e74ccf171c27f89dc6fbb4ecebaa5d.jpg,train,0.335,3.1,0.371,눈높이(정면)
curb,image308_jpg.rf.3cddb5444ee58976862c0063942a9c05.jpg,train,0.58,25.2,0.5,고각도(내려다봄)
curb,image8_jpg.rf.62a42a661c507f0ea4fbb0a0cf46dda5.jpg,train,0.476,15.9,0.391,눈높이(정면)
curb,image675_jpg.rf.434357fe36ced6aba8e1e5250a0353aa.jpg,train,0.428,11.5,0.6,고각도(내려다봄)
curb,image105_jpg.rf.8dad5885410a8876e3b69780ef04f3c8.jpg,train,0.203,-8.7,0.623,고각도(내려다봄)
curb,image431_jpg.rf.3dd5861496f60a30064898cc76b63da4.jpg,train,0.084,-19.4,0.296,눈높이(정면)
curb,image14_jpg.rf.1b363ef6c6b7ad1127a63af69f2c8128.jpg,train,0.312,1.1,0.501,고각도(내려다봄)
curb,image48_jpg.rf.52a2c080ceb2ee60c889524a82df84f2.jpg,train,0.516,19.5,0.562,고각도(내려다봄)
curb,1ce03ac3ef6a9eca8d0ef17eca89debc_jpg.rf.42a04cf14e184f5e5353d6baa9fb98ca.jpg,train,0.732,38.9,0.901,고각도(내려다봄)
curb,image461_jpg.rf.cbe1b0224fb0bf51357a604bc4b0457d.jpg,train,0.832,47.9,0.682,고각도(내려다봄)
curb,image486_jpg.rf.58b0b2f775fa99910e5e028ef5191d05.jpg,train,0.549,22.4,0.312,눈높이(정면)
curb,image632_jpg.rf.f0c7bd9282d493c6dad565bc12f117bb.jpg,train,0.473,15.5,0.507,고각도(내려다봄)
curb,image476_jpg.rf.17abd545ae32e957cfb5779af8a07e92.jpg,train,0.553,22.8,0.427,눈높이(정면)
curb,image425_jpg.rf.b994d355473a3951409e9c942b6395c5.jpg,train,0.505,18.4,0.358,눈높이(정면)
curb,image196_jpg.rf.def66c1882b4d9362be397c1c10a408d.jpg,train,0.4,9.0,0.516,고각도(내려다봄)
curb,image152_jpg.rf.5627c84075ef73296a686875c8902e91.jpg,train,0.418,10.6,0.418,눈높이(정면)
curb,image346_jpg.rf.484b61eae43aa313792826a20000dfc7.jpg,train,0.261,-3.5,0.403,눈높이(정면)
curb,image565_jpg.rf.eb6d37f02360e34ad4913d3e0bcbeb73.jpg,train,0.239,-5.5,0.731,고각도(내려다봄)
curb,image154_jpg.rf.c4544ec91f65e0d16032c0e585de465e.jpg,train,0.468,15.1,0.421,눈높이(정면)
curb,image572_jpg.rf.e5401ef504d2ecd7cf622a3b01c8be7a.jpg,train,0.15,-13.5,0.002,눈높이(정면)
curb,image262_jpg.rf.8945ecf36d97d0e431ba2550b6071577.jpg,train,0.982,61.4,0.491,눈높이(정면)
curb,image548_jpg.rf.09aab9aa268f8f4a2a5e9b8a35098f97.jpg,train,0.17,-11.7,0.455,눈높이(정면)
curb,image682_jpg.rf.3b9858a45bb9cfa0e9b3499e2ad6aed8.jpg,train,0.445,13.1,0.602,고각도(내려다봄)
curb,image112_jpg.rf.f5a7694a8dd970a9c03603736010579d.jpg,train,0.242,-5.2,0.995,고각도(내려다봄)
curb,image110_jpg.rf.d03cc60f67aa7d0167eff035a0900088.jpg,train,0.881,52.3,0.705,고각도(내려다봄)
curb,image135_jpg.rf.e39cbba5def2a6731352cb6f7905a05e.jpg,train,0.585,25.7,0.613,고각도(내려다봄)
curb,0f19bb0689c1a06e2c983a495a134781_jpg.rf.259f1ae36c24a28ddc8880a0b70b5d02.jpg,train,0.569,24.2,0.851,고각도(내려다봄)
curb,image84_jpg.rf.d8405c0cdc900c551f5d9970cd873af5.jpg,train,0.453,13.8,0.548,고각도(내려다봄)
curb,image262_jpg.rf.5e8b72f1834bc54c490e543a2ac4f518.jpg,train,0.086,-19.3,0.489,눈높이(정면)
curb,image248_jpg.rf.0c8ee0e7ee3bb2febc1b376c942c5469.jpg,train,0.67,33.3,0.64,고각도(내려다봄)
curb,image470_jpg.rf.07c024003b9159b9802c1c79f91035d6.jpg,train,0.093,-18.6,0.385,눈높이(정면)
curb,image483_jpg.rf.e5159e7f7e0cf73b7cb29dc309c4854a.jpg,train,0.571,24.4,0.427,눈높이(정면)
curb,image196_jpg.rf.7c0194bddb00b2a4bd982ccb3db3714d.jpg,train,0.242,-5.2,0.541,고각도(내려다봄)
curb,image111_jpg.rf.eacd01194b741671f0cbe6e5f912ca12.jpg,train,0.297,-0.3,0.602,고각도(내려다봄)
curb,0f05cdfe6b9767545d029b2111c700d1_jpg.rf.6bc3c5a277a8e12b336e98235dbb4e05.jpg,train,0.68,34.2,0.882,고각도(내려다봄)
curb,image107_jpg.rf.529f338a85bb2f3e1b94bb8d820205c4.jpg,train,0.205,-8.5,0.598,고각도(내려다봄)
curb,image693_jpg.rf.9e0cf79385f7edfc4ad552a596b6da93.jpg,train,0.91,54.9,0.509,고각도(내려다봄)
curb,image150_jpg.rf.62f4d179be780d69333ffeba0a7c36f5.jpg,train,0.521,19.9,0.448,눈높이(정면)
curb,image644_jpg.rf.87f6e7195aa39fbb3e85cec4b3818ac7.jpg,train,0.202,-8.9,0.547,고각도(내려다봄)
curb,image3_jpg.rf.a75255d4185106bff0793f70c8f9c27e.jpg,train,0.433,12.0,0.487,눈높이(정면)
curb,image28_jpg.rf.f303db1d67f5c0d82223f7dd9d9b16c9.jpg,train,0.525,20.3,0.141,눈높이(정면)
curb,image34_jpg.rf.e8786684e685bc9ab70a69b3f9d7e6a8.jpg,train,0.475,15.7,0.495,눈높이(정면)
curb,0ecde66a4ff27e391c3051fdd2da7570_jpg.rf.0f2384eb33f1a74cb2bb00fa550c04d4.jpg,train,0.758,41.2,0.92,고각도(내려다봄)
curb,image60_jpg.rf.fc7f571e4fe5a139c81a2093edf8e1eb.jpg,train,0.756,41.1,0.633,고각도(내려다봄)
curb,image246_jpg.rf.60097e318ac24df475dff7543dde13bb.jpg,train,0.07,-20.7,0.0,눈높이(정면)
curb,image21_jpg.rf.dbd50587d93aa839d3a1219b740e3b6a.jpg,train,0.805,45.5,0.0,눈높이(정면)
curb,image81_jpg.rf.4bd5b50e07dee319bfe14cad7372b98d.jpg,train,0.107,-17.3,0.474,눈높이(정면)
curb,image297_jpg.rf.e384c7a85a15558a4215250440583b2c.jpg,train,0.958,59.2,0.4,눈높이(정면)
curb,image317_jpg.rf.79d1d1d2887fb00079eab59f9a50f21b.jpg,train,0.198,-9.2,0.513,고각도(내려다봄)
curb,image698_jpg.rf.479259af4a9737572c20a657c1119d52.jpg,train,0.427,11.5,0.386,눈높이(정면)
curb,image176_jpg.rf.059ba79bcd1959413088c7c3bf932de9.jpg,train,0.102,-17.8,1.0,고각도(내려다봄)
curb,curb14_jpg.rf.3a2604429075561db0ba638002e8d3d2.jpg,train,0.321,1.9,0.437,눈높이(정면)
curb,image263_jpg.rf.15809e2c9af78d77d12051bcf764cc87.jpg,train,0.281,-1.7,0.675,고각도(내려다봄)
curb,image532_jpg.rf.317497923f19cd92fe32705b16ea0626.jpg,train,0.666,33.0,0.513,고각도(내려다봄)
curb,image68_jpg.rf.4502bc780652a7098f375a6234290275.jpg,train,0.222,-7.0,0.422,눈높이(정면)
curb,image314_jpg.rf.2dde0a6c468b7788832f13f3cd3afcec.jpg,train,0.224,-6.8,0.348,눈높이(정면)
curb,image438_jpg.rf.2d3fa08446fe400a62f3ec2a5e2c0b42.jpg,train,0.424,11.1,0.634,고각도(내려다봄)
curb,image631_jpg.rf.8d60cdd4901a5df3dd31875b97e8b403.jpg,train,0.215,-7.7,0.0,눈높이(정면)
curb,65eaad5a990a0dacebdb6fdca02ba9a_jpg.rf.f9196a9a490b3a570981e6edd27506ae.jpg,train,0.354,4.9,0.47,눈높이(정면)
curb,image153_jpg.rf.ef9cfa897111084ccb30ba0292356925.jpg,train,0.586,25.7,0.475,눈높이(정면)
curb,image352_jpg.rf.2f6a9f9f9680aa1300a9258c4d023263.jpg,train,0.455,14.0,0.434,눈높이(정면)
curb,image45_jpg.rf.d115a3584ad4a952ab3e05e48f97016b.jpg,train,0.909,54.8,0.437,눈높이(정면)
curb,image78_jpg.rf.14a25e6414efad17f1bc83556cb64fb9.jpg,train,0.766,41.9,0.601,고각도(내려다봄)
curb,image488_jpg.rf.5a93258c0674c8979dbc5ae256d009de.jpg,train,0.091,-18.8,1.0,고각도(내려다봄)
curb,image536_jpg.rf.edaeea30b481171c772e6d32efa88065.jpg,train,0.02,-25.2,0.01,눈높이(정면)
curb,image391_jpg.rf.38a72170d64704ca6f24ad49ebf1d9c2.jpg,train,0.252,-4.3,0.339,눈높이(정면)
curb,image696_jpg.rf.24fa3959988eeeb666ee3aa6904c7bca.jpg,train,0.207,-8.4,0.007,눈높이(정면)
curb,image358_jpg.rf.7a55de5155f87c4ae16dedda98e678ff.jpg,train,0.325,2.3,0.373,눈높이(정면)
curb,05a4bd84894f121e5a39143092c4087_jpg.rf.6a062b64a50fde2e33b17a89f02e4918.jpg,train,0.53,20.7,0.367,눈높이(정면)
curb,image47_jpg.rf.1f13d8c20814a8f839e9d4683748f87c.jpg,train,0.834,48.1,0.503,고각도(내려다봄)
curb,image347_jpg.rf.4900a1216c4c39b3e6b50909ed967888.jpg,train,0.501,18.1,0.388,눈높이(정면)
curb,image378_jpg.rf.bd5451a6b84e3e32b39ce7fdd002a01a.jpg,train,0.508,18.7,0.341,눈높이(정면)
curb,image346_jpg.rf.027208d8ce0755d7e6c8cc40e2373cbc.jpg,train,0.547,22.2,0.4,눈높이(정면)
curb,image135_jpg.rf.a842d18adeb5d85fe644320f3cf29f20.jpg,train,0.485,16.7,0.62,고각도(내려다봄)
curb,0ef8ef08f12a47525ccfea197851a65e_jpg.rf.fefdffd475e89ff46ec7d90350a193d0.jpg,train,0.548,22.3,0.851,고각도(내려다봄)
curb,image201_jpg.rf.eab9e882f8f50d969d871a85246da27f.jpg,train,0.409,9.8,0.015,눈높이(정면)
curb,image182_jpg.rf.ef2710612a5f40b6bbb854685ae542a2.jpg,train,0.809,45.8,0.521,고각도(내려다봄)
curb,curb10_jpg.rf.b6fb0c14b1b6b295b1f1b27d32cdcde1.jpg,train,0.431,11.8,0.457,눈높이(정면)
curb,image318_jpg.rf.cadde879a734ccc5c60a9de9828489e5.jpg,train,0.271,-2.6,0.502,고각도(내려다봄)
curb,image56_jpg.rf.dde754fa4daea950c080bfb99a6c962f.jpg,train,0.688,34.9,0.73,고각도(내려다봄)
curb,image363_jpg.rf.ff708ad44c2421ce079dc090703f09fd.jpg,train,0.172,-11.5,0.565,고각도(내려다봄)
curb,image87_jpg.rf.26127ddc9c90bd575031679ae04319c5.jpg,train,0.414,10.3,0.386,눈높이(정면)
curb,image454_jpg.rf.92ea8cfb8983ef72d5149d5811c8e26b.jpg,train,0.49,17.1,0.504,고각도(내려다봄)
curb,image270_jpg.rf.cb0eaaf9651823438ec98981fb41d358.jpg,train,0.223,-6.9,0.482,눈높이(정면)
curb,image283_jpg.rf.9b151f410406202d37e1c430da5aa7e5.jpg,train,0.169,-11.8,1.0,고각도(내려다봄)
